# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 4M of event 'cycles:ppp'
# Event count (approx.): 7488323981209
#
# Overhead  Command     Shared Object        Symbol                                        
# ........  ..........  ...................  ..............................................
#
     0.00%  translator  perf-32205.map       [.] src_0x2f76b0
     0.00%  translator  perf-32205.map       [.] src_0x136410
     0.00%  translator  [kernel.kallsyms]    [k] decay_load
     0.00%  translator  perf-32205.map       [.] src_0x10fae0
     0.00%  translator  perf-32205.map       [.] src_0x2bdb54
     0.00%  translator  perf-32205.map       [.] src_0x13caac
     0.00%  translator  perf-32205.map       [.] src_0x3d299c
     0.00%  translator  perf-32205.map       [.] src_0x2c457c
     0.00%  translator  perf-32205.map       [.] src_0x10da44
     0.00%  translator  perf-32205.map       [.] src_0x133758
     0.00%  translator  perf-32205.map       [.] src_0x13a94c
     0.00%  translator  perf-32205.map       [.] src_0x28ec34
     0.00%  translator  perf-32205.map       [.] src_0x3db954
     0.00%  translator  perf-32205.map       [.] src_0x1106a8
     0.00%  translator  perf-32205.map       [.] src_0xe783c
     0.00%  translator  perf-32205.map       [.] src_0x52f3d4
     0.00%  translator  perf-32205.map       [.] src_0x2f72d4
     0.00%  translator  perf-32205.map       [.] src_0x3297c
     0.00%  translator  perf-32205.map       [.] src_0x2676c4
     0.00%  translator  perf-32205.map       [.] src_0xe7868
     0.00%  translator  perf-32205.map       [.] src_0x3a2db8
     0.00%  translator  perf-32205.map       [.] src_0x52f308
     0.00%  translator  perf-32205.map       [.] src_0x3d27ec
     0.00%  translator  perf-32205.map       [.] src_0x1d58d0
     0.00%  translator  perf-32205.map       [.] src_0x3dbc60
     0.00%  translator  perf-32205.map       [.] src_0xa0a84
     0.00%  translator  perf-32205.map       [.] src_0x528870
     0.00%  translator  perf-32205.map       [.] src_0x38800
     0.00%  translator  perf-32205.map       [.] src_0xa0ab8
     0.00%  translator  perf-32205.map       [.] src_0x267ea4
     0.00%  translator  perf-32205.map       [.] src_0x13e5b0
     0.00%  translator  perf-32205.map       [.] src_0x14b2d4
     0.00%  translator  perf-32205.map       [.] src_0x13a6c8
     0.00%  translator  perf-32205.map       [.] src_0x1a59fc
     0.00%  translator  perf-32205.map       [.] src_0x3bb774
     0.00%  translator  perf-32205.map       [.] src_0x13cf8c
     0.00%  translator  perf-32205.map       [.] src_0x15fdc4
     0.00%  translator  perf-32205.map       [.] src_0xf7afc
     0.00%  translator  perf-32205.map       [.] src_0x39d1e4
     0.00%  translator  perf-32205.map       [.] src_0x142e10
     0.00%  translator  perf-32205.map       [.] src_0x136404
     0.00%  translator  perf-32205.map       [.] src_0x3681f0
     0.00%  translator  perf-32205.map       [.] src_0x39f898
     0.00%  translator  perf-32205.map       [.] src_0x364c4c
     0.00%  translator  perf-32205.map       [.] src_0x13d7c8
     0.00%  translator  perf-32205.map       [.] src_0x142d60
     0.00%  translator  perf-32205.map       [.] src_0xa0bb0
     0.00%  translator  perf-32205.map       [.] src_0x2f6e34
     0.00%  translator  perf-32205.map       [.] src_0x13fa34
     0.00%  translator  perf-32205.map       [.] src_0x364a34
     0.00%  translator  perf-32205.map       [.] src_0x318b3c
     0.00%  translator  perf-32205.map       [.] src_0x3a2da4
     0.00%  translator  perf-32205.map       [.] src_0xe798c
     0.00%  translator  perf-32205.map       [.] src_0x10d9d8
     0.00%  translator  perf-32205.map       [.] src_0x10e038
     0.00%  translator  perf-32205.map       [.] src_0x527988
     0.00%  translator  perf-32205.map       [.] src_0x1337a0
     0.00%  translator  perf-32205.map       [.] src_0x28d5e0
     0.00%  translator  perf-32205.map       [.] src_0xa0b68
     0.00%  translator  perf-32205.map       [.] src_0x2a1a30
     0.00%  translator  perf-32205.map       [.] src_0x10db8c
     0.00%  translator  perf-32205.map       [.] src_0x36a30
     0.00%  translator  perf-32205.map       [.] src_0x1a05c4
     0.00%  translator  perf-32205.map       [.] src_0x28ee58
     0.00%  translator  perf-32205.map       [.] src_0x29a530
     0.00%  translator  perf-32205.map       [.] src_0x133774
     0.00%  translator  perf-32205.map       [.] src_0x1bfa48
     0.00%  translator  perf-32205.map       [.] src_0x1420c8
     0.00%  translator  perf-32205.map       [.] src_0x39fa4c
     0.00%  translator  perf-32205.map       [.] src_0x3a2dd8
     0.00%  translator  perf-32205.map       [.] src_0x10da24
     0.00%  translator  perf-32205.map       [.] src_0x2f7700
     0.00%  translator  perf-32205.map       [.] src_0x32a40
     0.00%  translator  perf-32205.map       [.] src_0x1e3340
     0.00%  translator  perf-32205.map       [.] src_0x52f394
     0.00%  translator  perf-32205.map       [.] src_0x3cb8f0
     0.00%  translator  perf-32205.map       [.] src_0x2bf83c
     0.00%  translator  perf-32205.map       [.] src_0x2e0a6c
     0.00%  translator  perf-32205.map       [.] src_0x1bfaa8
     0.00%  translator  perf-32205.map       [.] src_0x1379b8
     0.00%  translator  perf-32205.map       [.] src_0x1421c8
     0.00%  translator  perf-32205.map       [.] src_0x290b64
     0.00%  translator  perf-32205.map       [.] src_0x294ae4
     0.00%  translator  perf-32205.map       [.] src_0x318c30
     0.00%  translator  perf-32205.map       [.] src_0xe7888
     0.00%  translator  perf-32205.map       [.] src_0x318bb8
     0.00%  translator  perf-32205.map       [.] src_0x15fdb4
     0.00%  translator  perf-32205.map       [.] src_0x3be268
     0.00%  translator  perf-32205.map       [.] src_0x13e5f0
     0.00%  translator  perf-32205.map       [.] src_0x52f62c
     0.00%  translator  perf-32205.map       [.] src_0x1c2d40
     0.00%  translator  perf-32205.map       [.] src_0x1a0470
     0.00%  translator  perf-32205.map       [.] src_0x52c144
     0.00%  translator  perf-32205.map       [.] src_0x2bdb9c
     0.00%  translator  perf-32205.map       [.] src_0x118b3c
     0.00%  translator  perf-32205.map       [.] src_0x2bef3c
     0.00%  translator  perf-32205.map       [.] src_0x11d714
     0.00%  translator  perf-32205.map       [.] src_0x17b514
     0.00%  translator  perf-32205.map       [.] src_0x20829c
     0.00%  translator  perf-32205.map       [.] src_0x13d1c4
     0.00%  translator  perf-32205.map       [.] src_0x1a01f0
     0.00%  translator  perf-32205.map       [.] src_0x368250
     0.00%  translator  perf-32205.map       [.] src_0x3d2964
     0.00%  translator  perf-32205.map       [.] src_0x13cef0
     0.00%  translator  perf-32205.map       [.] src_0x192878
     0.00%  translator  perf-32205.map       [.] src_0x3cfc14
     0.00%  translator  perf-32205.map       [.] src_0x13a450
     0.00%  translator  perf-32205.map       [.] src_0x142cf0
     0.00%  translator  perf-32205.map       [.] src_0x13d19c
     0.00%  translator  perf-32205.map       [.] src_0x527938
     0.00%  translator  perf-32205.map       [.] src_0x318c04
     0.00%  translator  perf-32205.map       [.] src_0x3191b0
     0.00%  translator  perf-32205.map       [.] src_0x20835c
     0.00%  translator  perf-32205.map       [.] src_0x36372c
     0.00%  translator  perf-32205.map       [.] src_0x3c03b4
     0.00%  translator  perf-32205.map       [.] src_0x138240
     0.00%  translator  perf-32205.map       [.] src_0x1d597c
     0.00%  translator  perf-32205.map       [.] src_0x28f498
     0.00%  translator  perf-32205.map       [.] src_0x2f7678
     0.00%  translator  perf-32205.map       [.] src_0x267f00
     0.00%  translator  perf-32205.map       [.] src_0x3ba758
     0.00%  translator  perf-32205.map       [.] src_0xf20ec
     0.00%  translator  perf-32205.map       [.] src_0x10e1ec
     0.00%  translator  perf-32205.map       [.] src_0x2c4670
     0.00%  translator  perf-32205.map       [.] src_0x118b98
     0.00%  translator  perf-32205.map       [.] src_0x31913c
     0.00%  translator  perf-32205.map       [.] src_0x39f7a8
     0.00%  translator  perf-32205.map       [.] src_0x10e180
     0.00%  translator  perf-32205.map       [.] src_0x5278e0
     0.00%  translator  perf-32205.map       [.] src_0x2a99c4
     0.00%  translator  perf-32205.map       [.] src_0x3be270
     0.00%  translator  perf-32205.map       [.] src_0xf2cd0
     0.00%  translator  perf-32205.map       [.] src_0x3be154
     0.00%  translator  perf-32205.map       [.] src_0x133764
     0.00%  translator  perf-32205.map       [.] src_0x3cb92c
     0.00%  translator  perf-32205.map       [.] src_0x13c7e0
     0.00%  translator  perf-32205.map       [.] src_0x28ebdc
     0.00%  translator  perf-32205.map       [.] src_0x166ddc
     0.00%  translator  perf-32205.map       [.] src_0x11f438
     0.00%  translator  perf-32205.map       [.] src_0xa1708
     0.00%  translator  perf-32205.map       [.] src_0x13cc78
     0.00%  translator  perf-32205.map       [.] src_0x14b158
     0.00%  translator  perf-32205.map       [.] src_0x1c2c24
     0.00%  translator  perf-32205.map       [.] src_0x14b108
     0.00%  translator  [kernel.kallsyms]    [k] _raw_spin_lock_irq
     0.00%  translator  perf-32205.map       [.] src_0x1106ec
     0.00%  translator  perf-32205.map       [.] src_0x31a948
     0.00%  translator  perf-32205.map       [.] src_0x2befec
     0.00%  translator  perf-32205.map       [.] src_0x2a99bc
     0.00%  translator  perf-32205.map       [.] src_0x1bfa10
     0.00%  translator  perf-32205.map       [.] src_0x267f10
     0.00%  translator  perf-32205.map       [.] src_0x142348
     0.00%  translator  perf-32205.map       [.] src_0x142d50
     0.00%  translator  perf-32205.map       [.] src_0x3dbc14
     0.00%  translator  perf-32205.map       [.] src_0xf20b8
     0.00%  translator  perf-32205.map       [.] src_0x1a5a88
     0.00%  translator  perf-32205.map       [.] src_0x192bc8
     0.00%  translator  perf-32205.map       [.] src_0x11074c
     0.00%  translator  perf-32205.map       [.] src_0x2c4684
     0.00%  translator  perf-32205.map       [.] src_0x2c4680
     0.00%  translator  perf-32205.map       [.] src_0x10e064
     0.00%  translator  perf-32205.map       [.] src_0x31a95c
     0.00%  translator  perf-32205.map       [.] src_0x3193ac
     0.00%  translator  perf-32205.map       [.] src_0xe7998
     0.00%  translator  perf-32205.map       [.] src_0x10e058
     0.00%  translator  perf-32205.map       [.] src_0x52a0ec
     0.00%  translator  perf-32205.map       [.] src_0x35ecdc
     0.00%  translator  perf-32205.map       [.] src_0x1d5960
     0.00%  translator  perf-32205.map       [.] src_0x14305c
     0.00%  translator  perf-32205.map       [.] src_0x14b0a4
     0.00%  translator  perf-32205.map       [.] src_0x2f766c
     0.00%  translator  [kernel.kallsyms]    [k] _raw_spin_lock
     0.00%  translator  perf-32205.map       [.] src_0x110724
     0.00%  translator  perf-32205.map       [.] src_0x2bf950
     0.00%  translator  perf-32205.map       [.] src_0x2bf894
     0.00%  translator  perf-32205.map       [.] src_0x3191c0
     0.00%  translator  perf-32205.map       [.] src_0x318c0c
     0.00%  translator  perf-32205.map       [.] src_0x10da04
     0.00%  translator  perf-32205.map       [.] src_0x13a598
     0.00%  translator  perf-32205.map       [.] src_0x3bb794
     0.00%  translator  perf-32205.map       [.] src_0x142f5c
     0.00%  translator  perf-32205.map       [.] src_0x268f38
     0.00%  translator  perf-32205.map       [.] src_0x142e7c
     0.00%  translator  perf-32205.map       [.] src_0x3cb978
     0.00%  translator  perf-32205.map       [.] src_0x131914
     0.00%  translator  perf-32205.map       [.] src_0x13d500
     0.00%  translator  perf-32205.map       [.] src_0x1a5a98
     0.00%  translator  perf-32205.map       [.] src_0x1c351c
     0.00%  translator  perf-32205.map       [.] src_0x13fa24
     0.00%  translator  perf-32205.map       [.] src_0x1e3424
     0.00%  translator  perf-32205.map       [.] src_0x3191a8
     0.00%  translator  perf-32205.map       [.] src_0x36a74
     0.00%  translator  perf-32205.map       [.] src_0x10e040
     0.00%  translator  perf-32205.map       [.] src_0x10f9c8
     0.00%  translator  perf-32205.map       [.] src_0x11d734
     0.00%  translator  perf-32205.map       [.] src_0x2befd8
     0.00%  translator  perf-32205.map       [.] src_0x118b6c
     0.00%  translator  perf-32205.map       [.] src_0x1446f4
     0.00%  translator  perf-32205.map       [.] src_0x3636ec
     0.00%  translator  perf-32205.map       [.] src_0x267f30
     0.00%  translator  perf-32205.map       [.] src_0x1d5958
     0.00%  translator  perf-32205.map       [.] src_0x13fbb8
     0.00%  translator  perf-32205.map       [.] src_0x294a60
     0.00%  translator  perf-32205.map       [.] src_0x14af74
     0.00%  translator  perf-32205.map       [.] src_0x273748
     0.00%  translator  perf-32205.map       [.] src_0xf2614
     0.00%  translator  perf-32205.map       [.] src_0x1de25c
     0.00%  translator  perf-32205.map       [.] src_0x3c0444
     0.00%  translator  perf-32205.map       [.] src_0x192bd4
     0.00%  translator  perf-32205.map       [.] src_0x358ddc
     0.00%  translator  [kernel.kallsyms]    [k] __entry_trampoline_start
     0.00%  translator  perf-32205.map       [.] src_0x52792c
     0.00%  translator  perf-32205.map       [.] src_0xa0aec
     0.00%  translator  perf-32205.map       [.] src_0xe787c
     0.00%  translator  perf-32205.map       [.] src_0x15e85c
     0.00%  translator  perf-32205.map       [.] src_0x10e11c
     0.00%  translator  perf-32205.map       [.] src_0x1100f0
     0.00%  translator  perf-32205.map       [.] src_0x1432d4
     0.00%  translator  perf-32205.map       [.] src_0x28f6c0
     0.00%  translator  perf-32205.map       [.] src_0x3dcd84
     0.00%  translator  perf-32205.map       [.] src_0x13cf80
     0.00%  translator  perf-32205.map       [.] src_0x1a0418
     0.00%  translator  perf-32205.map       [.] src_0x267ed0
     0.00%  translator  perf-32205.map       [.] src_0x29a544
     0.00%  translator  perf-32205.map       [.] src_0x26805c
     0.00%  translator  perf-32205.map       [.] src_0x133718
     0.00%  translator  perf-32205.map       [.] src_0x138110
     0.00%  translator  perf-32205.map       [.] src_0x14b64c
     0.00%  translator  perf-32205.map       [.] src_0x10fa70
     0.00%  translator  perf-32205.map       [.] src_0xf7dc0
     0.00%  translator  perf-32205.map       [.] src_0x118b44
     0.00%  translator  perf-32205.map       [.] src_0x3a2d48
     0.00%  translator  perf-32205.map       [.] src_0x2bf918
     0.00%  translator  perf-32205.map       [.] src_0x39fa20
     0.00%  translator  perf-32205.map       [.] src_0x119bd0
     0.00%  translator  perf-32205.map       [.] src_0x358d54
     0.00%  translator  perf-32205.map       [.] src_0x1c34ec
     0.00%  translator  perf-32205.map       [.] src_0x13cb2c
     0.00%  translator  perf-32205.map       [.] src_0x3be2a0
     0.00%  translator  perf-32205.map       [.] src_0x13cec0
     0.00%  translator  perf-32205.map       [.] src_0x368200
     0.00%  translator  perf-32205.map       [.] src_0x2a1e5c
     0.00%  translator  [kernel.kallsyms]    [k] crc32c_pcl_intel_update
     0.00%  translator  [kernel.kallsyms]    [k] lapic_next_deadline
     0.00%  translator  perf-32205.map       [.] src_0x318c28
     0.00%  translator  perf-32205.map       [.] src_0x10e178
